Order ID,Client Order ID,Instrument,Side,Exec Status,Quantity,Price,Reason
300,aa312,Lotus,Sell,fill ,100,445,
256,aa268,Lotus,Buy ,pfill,100,445,
301,aa313,Tulip,Buy ,New  ,200,209,
303,aa315,Rose,Buy ,fill ,100,53,
291,aa303,Rose,Sell,fill ,100,53,
304,aa316,Lavender,Buy ,pfill,100,63,
294,aa306,Lavender,Sell,fill ,100,63,
304,aa316,Lavender,Buy ,fill ,100,746,
247,aa259,Lavender,Sell,fill ,100,746,
305,aa317,Lotus,Buy ,fill ,100,443,
300,aa312,Lotus,Sell,fill ,100,443,
306,aa318,Tulip,Buy ,New  ,100,473,
308,aa320,Rose,Sell,pfill,100,545,
307,aa319,Rose,Buy ,fill ,100,545,
309,aa321,Lavender,Sell,pfill,100,767,
304,aa316,Lavender,Buy ,fill ,100,767,
311,aa323,Lotus,Buy ,New  ,100,295,
313,aa325,Orchid,Buy ,fill ,100,778,
302,aa314,Orchid,Sell,pfill,100,778,
313,aa325,Orchid,Buy ,fill ,100,868,
55,aa67,Orchid,Sell,fill ,100,868,
314,aa326,Orchid,Sell,fill ,100,922,
313,aa325,Orchid,Buy ,fill ,100,922,
316,aa328,Lavender,Buy ,pfill,200,116,
309,aa321,Lavender,Sell,fill ,200,116,
317,aa329,Tulip,Sell,fill ,100,998,
289,aa301,Tulip,Buy ,fill ,100,998,
317,aa329,Tulip,Sell,fill ,100,473,
306,aa318,Tulip,Buy ,fill ,100,473,
318,aa330,Tulip,Buy ,pfill,100,242,
317,aa329,Tulip,Sell,fill ,100,242,
320,aa332,Lotus,Sell,pfill,100,635,
305,aa317,Lotus,Buy ,fill ,100,635,
321,aa333,Lotus,Buy ,pfill,200,618,
320,aa332,Lotus,Sell,fill ,200,618,
323,aa335,Orchid,Buy ,fill ,100,495,
314,aa326,Orchid,Sell,fill ,100,495,
324,aa336,Lavender,Buy ,fill ,200,189,
312,aa324,Lavender,Sell,pfill,200,189,
325,aa337,Orchid,Sell,pfill,100,987,
323,aa335,Orchid,Buy ,fill ,100,987,
327,aa339,Rose,Buy ,fill ,100,94,
322,aa334,Rose,Sell,pfill,100,94,
327,aa339,Rose,Buy ,fill ,100,524,
308,aa320,Rose,Sell,fill ,100,524,
327,aa339,Rose,Buy ,fill ,100,819,
98,aa110,Rose,Sell,fill ,100,819,
327,aa339,Rose,Buy ,fill ,100,923,
60,aa72,Rose,Sell,fill ,100,923,
329,aa341,Orchid,Buy ,pfill,100,185,
325,aa337,Orchid,Sell,fill ,100,185,
330,aa342,Lotus,Buy ,New  ,300,525,
331,aa343,Rose,Sell,pfill,100,937,
327,aa339,Rose,Buy ,fill ,100,937,
331,aa343,Rose,Sell,fill ,100,776,
328,aa340,Rose,Buy ,pfill,100,776,
332,aa344,Tulip,Buy ,New  ,100,824,
335,aa347,Rose,Buy ,fill ,100,305,
331,aa343,Rose,Sell,fill ,100,305,
335,aa347,Rose,Buy ,fill ,100,923,
60,aa72,Rose,Sell,fill ,100,923,
335,aa347,Rose,Buy ,fill ,100,951,
137,aa149,Rose,Sell,pfill,100,951,
335,aa347,Rose,Buy ,fill ,100,975,
116,aa128,Rose,Sell,fill ,100,975,
335,aa347,Rose,Buy ,fill ,100,975,
116,,,Sell,fill ,100,975,
335,aa347,Rose,Buy ,fill ,100,975,
116,,,Sell,fill ,100,975,
336,aa348,Orchid,Sell,pfill,100,652,
329,aa341,Orchid,Buy ,fill ,100,652,
337,aa349,Orchid,Buy ,fill ,100,384,
336,aa348,Orchid,Sell,fill ,100,384,
339,aa351,Rose,Sell,pfill,100,995,
335,aa347,Rose,Buy ,fill ,100,995,
340,aa352,Lotus,Buy ,New  ,200,969,
341,aa353,Tulip,Buy ,New  ,200,606,
342,aa354,Lotus,Buy ,New  ,100,743,
343,aa355,Tulip,Buy ,New  ,300,265,
344,aa356,Orchid,Sell,fill ,100,677,
338,aa350,Orchid,Buy ,pfill,100,677,
344,aa356,Orchid,Sell,fill ,100,600,
337,aa349,Orchid,Buy ,fill ,100,600,
346,aa358,Rose,Sell,pfill,100,295,
345,aa357,Rose,Buy ,fill ,100,295,
347,aa359,Lotus,Buy ,New  ,100,938,
348,aa360,Lotus,Sell,fill ,100,983,
321,aa333,Lotus,Buy ,fill ,100,983,
348,aa360,Lotus,Sell,fill ,100,938,
347,aa359,Lotus,Buy ,fill ,100,938,
349,aa361,Orchid,Buy ,pfill,100,577,
344,aa356,Orchid,Sell,fill ,100,577,
352,aa364,Lotus,Sell,fill ,100,938,
347,aa359,Lotus,Buy ,fill ,100,938,
352,aa364,Lotus,Sell,fill ,100,525,
330,aa342,Lotus,Buy ,pfill,100,525,
352,aa364,Lotus,Sell,fill ,100,438,
249,aa261,Lotus,Buy ,fill ,100,438,
353,aa365,Orchid,Sell,pfill,100,886,
349,aa361,Orchid,Buy ,fill ,100,886,
353,aa365,Orchid,Sell,fill ,100,220,
334,aa346,Orchid,Buy ,pfill,100,220,
353,aa365,Orchid,Sell,fill ,100,220,
334,,,Buy ,pfill,100,220,
354,aa366,Rose,Sell,New  ,100,799,
355,aa367,Lotus,Buy ,fill ,100,333,
352,aa364,Lotus,Sell,fill ,100,333,
356,aa368,Tulip,Buy ,New  ,300,172,
357,aa369,Lotus,Buy ,New  ,200,287,
360,aa372,Lavender,Buy ,fill ,100,189,
312,aa324,Lavender,Sell,fill ,100,189,
360,aa372,Lavender,Buy ,fill ,100,486,
326,aa338,Lavender,Sell,fill ,100,486,
360,aa372,Lavender,Buy ,fill ,100,859,
319,aa331,Lavender,Sell,fill ,100,859,
361,aa373,Lotus,Buy ,New  ,200,277,
362,aa374,Rose,Sell,New  ,200,491,
363,aa375,Orchid,Buy ,pfill,100,170,
353,aa365,Orchid,Sell,fill ,100,170,
364,aa376,Tulip,Sell,pfill,100,824,
332,aa344,Tulip,Buy ,fill ,100,824,
364,aa376,Tulip,Sell,fill ,200,589,
318,aa330,Tulip,Buy ,fill ,200,589,
364,aa376,Tulip,Sell,fill ,200,265,
343,aa355,Tulip,Buy ,pfill,200,265,
365,aa377,Lotus,Sell,fill ,100,725,
355,aa367,Lotus,Buy ,fill ,100,725,
366,aa378,Orchid,Buy ,New  ,300,444,
367,aa379,Rose,Buy ,pfill,100,252,
346,aa358,Rose,Sell,fill ,100,252,
367,aa379,Rose,Buy ,pfill,100,606,
339,aa351,Rose,Sell,fill ,100,606,
368,aa380,Lotus,Sell,fill ,100,438,
249,aa261,Lotus,Buy ,fill ,100,438,
368,aa380,Lotus,Sell,fill ,100,287,
357,aa369,Lotus,Buy ,pfill,100,287,
368,aa380,Lotus,Sell,fill ,100,277,
361,aa373,Lotus,Buy ,pfill,100,277,
368,aa380,Lotus,Sell,fill ,100,253,
260,aa272,Lotus,Buy ,fill ,100,253,
368,aa380,Lotus,Sell,fill ,100,125,
215,aa227,Lotus,Buy ,fill ,100,125,
368,aa380,Lotus,Sell,fill ,100,75,
209,aa221,Lotus,Buy ,fill ,100,75,
368,aa380,Lotus,Sell,fill ,100,62,
350,,,Buy ,fill ,100,62,
368,aa380,Lotus,Sell,fill ,100,62,
350,,,Buy ,fill ,100,62,
368,aa380,Lotus,Sell,fill ,100,62,
350,,,Buy ,fill ,100,62,
368,aa380,Lotus,Sell,fill ,100,62,
350,,,Buy ,fill ,100,62,
371,aa383,Lotus,Buy ,fill ,100,28,
368,aa380,Lotus,Sell,fill ,100,28,
373,aa385,Lotus,Sell,fill ,100,446,
371,aa383,Lotus,Buy ,fill ,100,446,
374,aa386,Lotus,Buy ,pfill,100,237,
373,aa385,Lotus,Sell,fill ,100,237,
381,aa393,Lotus,Sell,fill ,100,549,
374,aa386,Lotus,Buy ,pfill,100,549,
381,aa393,Lotus,Sell,fill ,100,62,
350,aa362,Lotus,Buy ,fill ,100,62,
382,aa394,Rose,Sell,pfill,100,940,
367,aa379,Rose,Buy ,fill ,100,940,
382,aa394,Rose,Sell,fill ,100,557,
379,aa391,Rose,Buy ,pfill,100,557,
382,aa394,Rose,Sell,fill ,100,529,
377,aa389,Rose,Buy ,pfill,100,529,
382,aa394,Rose,Sell,fill ,100,241,
370,aa382,Rose,Buy ,pfill,100,241,
382,aa394,Rose,Sell,fill ,100,241,
370,,,Buy ,pfill,100,241,
384,aa396,Orchid,Buy ,New  ,100,599,
385,aa397,Rose,Sell,pfill,200,557,
369,aa381,Rose,Buy ,fill ,200,557,
385,aa397,Rose,Sell,fill ,100,529,
377,aa389,Rose,Buy ,fill ,100,529,
385,aa397,Rose,Sell,fill ,100,241,
370,,,Buy ,fill ,100,241,
385,aa397,Rose,Sell,fill ,100,241,
370,,,Buy ,fill ,100,241,
386,aa398,Lotus,Buy ,pfill,100,44,
381,aa393,Lotus,Sell,fill ,100,44,
388,aa400,Rose,Sell,New  ,300,542,
389,aa401,Lavender,Sell,pfill,100,861,
360,aa372,Lavender,Buy ,fill ,100,861,
390,aa402,Orchid,Buy ,New  ,200,204,
391,aa403,Rose,Buy ,pfill,100,52,
385,aa397,Rose,Sell,fill ,100,52,
393,aa405,Tulip,Sell,pfill,200,589,
318,aa330,Tulip,Buy ,fill ,200,589,
394,aa406,Tulip,Sell,pfill,100,473,
306,aa318,Tulip,Buy ,fill ,100,473,
396,aa408,Lavender,Buy ,pfill,200,514,
389,aa401,Lavender,Sell,fill ,200,514,
397,aa409,Orchid,Buy ,New  ,200,631,
399,aa411,Tulip,Buy ,fill ,200,227,
364,aa376,Tulip,Sell,fill ,200,227,
399,aa411,Tulip,Buy ,pfill,100,478,
393,aa405,Tulip,Sell,fill ,100,478,
400,aa412,Lotus,Sell,fill ,100,873,
386,aa398,Lotus,Buy ,fill ,100,873,
400,aa412,Lotus,Sell,fill ,100,252,
398,aa410,Lotus,Buy ,pfill,100,252,
403,aa415,Tulip,Sell,fill ,100,775,
399,aa411,Tulip,Buy ,fill ,100,775,
404,aa416,Orchid,Buy ,New  ,200,399,
405,aa417,Lotus,Sell,fill ,100,859,
392,aa404,Lotus,Buy ,fill ,100,859,
409,aa421,Tulip,Buy ,pfill,100,265,
403,aa415,Tulip,Sell,fill ,100,265,
413,aa425,Lavender,Buy ,fill ,100,746,
247,aa259,Lavender,Sell,fill ,100,746,
414,aa426,Orchid,Sell,fill ,200,788,
411,aa423,Orchid,Buy ,pfill,200,788,
414,aa426,Orchid,Sell,fill ,200,631,
397,aa409,Orchid,Buy ,fill ,200,631,
415,aa427,Lavender,Buy ,fill ,100,859,
319,aa331,Lavender,Sell,fill ,100,859,
416,aa428,Rose,Buy ,fill ,100,458,
402,aa414,Rose,Sell,pfill,100,458,
416,aa428,Rose,Buy ,fill ,100,542,
388,aa400,Rose,Sell,pfill,100,542,
416,aa428,Rose,Buy ,fill ,100,542,
408,aa420,Rose,Sell,pfill,100,542,
418,aa430,Orchid,Sell,fill ,200,631,
397,aa409,Orchid,Buy ,fill ,200,631,
418,aa430,Orchid,Sell,pfill,100,599,
384,aa396,Orchid,Buy ,fill ,100,599,
418,aa430,Orchid,Sell,fill ,100,444,
366,aa378,Orchid,Buy ,pfill,100,444,
418,aa430,Orchid,Sell,fill ,100,399,
404,aa416,Orchid,Buy ,pfill,100,399,
418,aa430,Orchid,Sell,fill ,100,220,
334,aa346,Orchid,Buy ,fill ,100,220,
419,aa431,Orchid,Buy ,fill ,100,177,
418,aa430,Orchid,Sell,fill ,100,177,
421,aa433,Rose,Buy ,pfill,100,458,
402,aa414,Rose,Sell,fill ,100,458,
421,aa433,Rose,Buy ,pfill,100,542,
408,aa420,Rose,Sell,fill ,100,542,
421,aa433,Rose,Buy ,fill ,100,542,
408,,,Sell,fill ,100,542,
422,aa434,Rose,Buy ,New  ,200,161,
423,aa435,Rose,Buy ,New  ,300,452,
424,aa436,Tulip,Buy ,fill ,300,498,
407,aa419,Tulip,Sell,fill ,300,498,
425,aa437,Lavender,Sell,fill ,100,905,
415,aa427,Lavender,Buy ,fill ,100,905,
427,aa439,Rose,Buy ,New  ,100,664,
428,aa440,Rose,Buy ,New  ,200,179,
430,aa442,Tulip,Sell,fill ,300,972,
424,aa436,Tulip,Buy ,fill ,300,972,
430,aa442,Tulip,Sell,pfill,200,209,
301,aa313,Tulip,Buy ,fill ,200,209,
430,aa442,Tulip,Sell,fill ,100,172,
356,aa368,Tulip,Buy ,pfill,100,172,
430,aa442,Tulip,Sell,fill ,100,148,
410,aa422,Tulip,Buy ,pfill,100,148,
430,aa442,Tulip,Sell,fill ,100,88,
239,aa251,Tulip,Buy ,fill ,100,88,
430,aa442,Tulip,Sell,fill ,100,88,
239,,,Buy ,fill ,100,88,
430,aa442,Tulip,Sell,fill ,100,88,
239,,,Buy ,fill ,100,88,
431,aa443,Lotus,Buy ,pfill,100,648,
405,aa417,Lotus,Sell,fill ,100,648,
432,aa444,Lotus,Sell,fill ,200,917,
431,aa443,Lotus,Buy ,fill ,200,917,
434,aa446,Rose,Buy ,New  ,100,842,
435,aa447,Lotus,Sell,fill ,100,587,
420,aa432,Lotus,Buy ,pfill,100,587,
435,aa447,Lotus,Sell,fill ,100,538,
412,aa424,Lotus,Buy ,pfill,100,538,
435,aa447,Lotus,Sell,fill ,100,491,
433,aa445,Lotus,Buy ,pfill,100,491,
437,aa449,Lotus,Sell,pfill,100,587,
420,aa432,Lotus,Buy ,fill ,100,587,
437,aa449,Lotus,Sell,pfill,100,491,
433,aa445,Lotus,Buy ,fill ,100,491,
438,aa450,Lotus,Buy ,fill ,100,465,
437,aa449,Lotus,Sell,fill ,100,465,
438,aa450,Lotus,Buy ,fill ,100,481,
435,aa447,Lotus,Sell,fill ,100,481,
439,aa451,Lotus,Buy ,New  ,100,88,
440,aa452,Tulip,Buy ,fill ,100,35,
430,aa442,Tulip,Sell,fill ,100,35,
442,aa454,Orchid,Sell,fill ,100,909,
419,aa431,Orchid,Buy ,fill ,100,909,
443,aa455,Lavender,Buy ,pfill,100,589,
425,aa437,Lavender,Sell,fill ,100,589,
444,aa456,Rose,Buy ,New  ,100,480,
446,aa458,Lavender,Sell,pfill,100,707,
443,aa455,Lavender,Buy ,fill ,100,707,
448,aa460,Rose,Buy ,New  ,100,410,
450,aa462,Orchid,Buy ,fill ,300,482,
447,aa459,Orchid,Sell,fill ,300,482,
451,aa463,Rose,Buy ,New  ,200,882,
453,aa465,Lavender,Sell,fill ,100,517,
426,aa438,Lavender,Buy ,fill ,100,517,
455,aa467,Orchid,Sell,fill ,300,692,
450,aa462,Orchid,Buy ,fill ,300,692,
455,aa467,Orchid,Sell,pfill,100,220,
334,aa346,Orchid,Buy ,fill ,100,220,
455,aa467,Orchid,Sell,pfill,100,203,
449,aa461,Orchid,Buy ,fill ,100,203,
455,aa467,Orchid,Sell,fill ,100,94,
417,,,Buy ,pfill,100,94,
455,aa467,Orchid,Sell,fill ,100,94,
417,,,Buy ,pfill,100,94,
455,aa467,Orchid,Sell,fill ,100,94,
417,,,Buy ,pfill,100,94,
456,aa468,Lotus,Buy ,New  ,200,857,
457,aa469,Lavender,Sell,fill ,100,146,
375,aa387,Lavender,Buy ,fill ,100,146,
458,aa470,Lotus,Buy ,New  ,300,35,
460,aa472,Lotus,Sell,fill ,100,857,
456,aa468,Lotus,Buy ,pfill,100,857,
460,aa472,Lotus,Sell,fill ,100,849,
438,aa450,Lotus,Buy ,fill ,100,849,
461,aa473,Lavender,Buy ,fill ,100,101,
457,aa469,Lavender,Sell,fill ,100,101,
463,aa475,Rose,Sell,pfill,100,995,
421,aa433,Rose,Buy ,fill ,100,995,
463,aa475,Rose,Sell,pfill,100,842,
434,aa446,Rose,Buy ,fill ,100,842,
463,aa475,Rose,Sell,fill ,100,480,
444,aa456,Rose,Buy ,fill ,100,480,
463,aa475,Rose,Sell,fill ,100,410,
448,aa460,Rose,Buy ,fill ,100,410,
463,aa475,Rose,Sell,fill ,100,161,
422,aa434,Rose,Buy ,pfill,100,161,
463,aa475,Rose,Sell,fill ,100,161,
422,,,Buy ,pfill,100,161,
463,aa475,Rose,Sell,fill ,100,161,
422,,,Buy ,pfill,100,161,
463,aa475,Rose,Sell,fill ,100,161,
422,,,Buy ,pfill,100,161,
463,aa475,Rose,Sell,fill ,100,161,
422,,,Buy ,pfill,100,161,
465,aa477,Rose,Buy ,pfill,100,52,
463,aa475,Rose,Sell,fill ,100,52,
466,aa478,Orchid,Sell,pfill,200,204,
390,aa402,Orchid,Buy ,fill ,200,204,
466,aa478,Orchid,Sell,fill ,100,94,
417,aa429,Orchid,Buy ,pfill,100,94,
466,aa478,Orchid,Sell,fill ,100,94,
417,,,Buy ,pfill,100,94,
468,aa480,Tulip,Sell,pfill,100,198,
440,aa452,Tulip,Buy ,fill ,100,198,
470,aa482,Lotus,Buy ,pfill,100,729,
460,aa472,Lotus,Sell,fill ,100,729,
470,aa482,Lotus,Buy ,fill ,100,955,
469,aa481,Lotus,Sell,pfill,100,955,
471,aa483,Rose,Buy ,New  ,100,81,
476,aa488,Rose,Sell,pfill,200,837,
465,aa477,Rose,Buy ,fill ,200,837,
478,aa490,Orchid,Buy ,fill ,100,19,
466,aa478,Orchid,Sell,fill ,100,19,
478,aa490,Orchid,Buy ,fill ,100,383,
473,aa485,Orchid,Sell,fill ,100,383,
479,aa491,Orchid,Sell,pfill,100,581,
478,aa490,Orchid,Buy ,fill ,100,581,
480,aa492,Orchid,Sell,New  ,100,280,
481,aa493,Tulip,Buy ,pfill,200,145,
468,aa480,Tulip,Sell,fill ,200,145,
481,aa493,Tulip,Buy ,fill ,100,622,
441,aa453,Tulip,Sell,pfill,100,622,
481,aa493,Tulip,Buy ,fill ,100,622,
441,,,Sell,pfill,100,622,
484,aa496,Rose,Sell,pfill,100,480,
444,aa456,Rose,Buy ,fill ,100,480,
484,aa496,Rose,Sell,fill ,200,444,
477,aa489,Rose,Buy ,fill ,200,444,
487,aa499,Rose,Buy ,pfill,200,433,
484,aa496,Rose,Sell,fill ,200,433,
488,aa500,Rose,Sell,pfill,100,644,
487,aa499,Rose,Buy ,fill ,100,644,
488,aa500,Rose,Sell,pfill,100,410,
448,aa460,Rose,Buy ,fill ,100,410,
489,aa501,Lotus,Sell,pfill,100,987,
470,aa482,Lotus,Buy ,fill ,100,987,
490,aa502,Orchid,Sell,New  ,300,12,
493,aa505,Orchid,Sell,New  ,100,859,
494,aa506,Tulip,Buy ,pfill,200,524,
436,aa448,Tulip,Sell,fill ,200,524,
494,aa506,Tulip,Buy ,fill ,100,622,
441,aa453,Tulip,Sell,pfill,100,622,
495,aa507,Lotus,Sell,fill ,300,501,
486,aa498,Lotus,Buy ,fill ,300,501,
496,aa508,Lavender,Buy ,pfill,100,469,
464,aa476,Lavender,Sell,fill ,100,469,
496,aa508,Lavender,Buy ,fill ,100,760,
472,aa484,Lavender,Sell,pfill,100,760,
496,aa508,Lavender,Buy ,fill ,100,804,
475,aa487,Lavender,Sell,pfill,100,804,
497,aa509,Orchid,Buy ,fill ,100,12,
490,aa502,Orchid,Sell,pfill,100,12,
497,aa509,Orchid,Buy ,fill ,100,63,
479,aa491,Orchid,Sell,pfill,100,63,
497,aa509,Orchid,Buy ,fill ,100,280,
480,aa492,Orchid,Sell,fill ,100,280,
498,aa510,Rose,Sell,pfill,100,410,
448,aa460,Rose,Buy ,fill ,100,410,
504,aa516,Lotus,Buy ,fill ,100,430,
495,aa507,Lotus,Sell,pfill,100,430,
505,aa517,Lotus,Sell,fill ,100,683,
504,aa516,Lotus,Buy ,fill ,100,683,
506,aa518,Orchid,Buy ,fill ,100,63,
479,aa491,Orchid,Sell,fill ,100,63,
507,aa519,Lavender,Sell,fill ,100,880,
496,aa508,Lavender,Buy ,fill ,100,880,
507,aa519,Lavender,Sell,fill ,100,4,
462,aa474,Lavender,Buy ,fill ,100,4,
507,aa519,Lavender,Sell,fill ,100,4,
462,,,Buy ,fill ,100,4,
510,aa522,Lavender,Buy ,pfill,100,4,
507,aa519,Lavender,Sell,fill ,100,4,
515,aa527,Orchid,Buy ,pfill,100,280,
480,aa492,Orchid,Sell,fill ,100,280,
516,aa528,Lotus,Buy ,pfill,100,568,
505,aa517,Lotus,Sell,fill ,100,568,
516,aa528,Lotus,Buy ,fill ,200,955,
469,aa481,Lotus,Sell,pfill,200,955,
517,aa529,Rose,Sell,fill ,100,262,
482,aa494,Rose,Buy ,pfill,100,262,
518,aa530,Rose,Buy ,fill ,100,235,
517,aa529,Rose,Sell,fill ,100,235,
519,aa531,Tulip,Sell,pfill,100,632,
494,aa506,Tulip,Buy ,fill ,100,632,
520,aa532,Lavender,Sell,pfill,100,536,
510,aa522,Lavender,Buy ,fill ,100,536,
521,aa533,Lavender,Sell,New  ,100,731,
522,aa534,Orchid,Buy ,pfill,200,310,
509,aa521,Orchid,Sell,fill ,200,310,
523,aa535,Rose,Sell,pfill,100,520,
518,aa530,Rose,Buy ,fill ,100,520,
523,aa535,Rose,Sell,pfill,100,161,
422,aa434,Rose,Buy ,fill ,100,161,
525,aa537,Orchid,Sell,pfill,100,664,
522,aa534,Orchid,Buy ,fill ,100,664,
526,aa538,Orchid,Buy ,fill ,100,504,
525,aa537,Orchid,Sell,pfill,100,504,
526,aa538,Orchid,Buy ,fill ,100,859,
493,aa505,Orchid,Sell,fill ,100,859,
527,aa539,Lotus,Sell,pfill,200,970,
516,aa528,Lotus,Buy ,fill ,200,970,
528,aa540,Lavender,Sell,New  ,100,805,
529,aa541,Lavender,Sell,New  ,300,585,
530,aa542,Tulip,Sell,fill ,300,295,
503,aa515,Tulip,Buy ,fill ,300,295,
533,aa545,Lavender,Sell,New  ,100,633,
534,aa546,Lotus,Buy ,fill ,100,634,
527,aa539,Lotus,Sell,fill ,100,634,
536,aa548,Orchid,Buy ,pfill,100,859,
493,aa505,Orchid,Sell,fill ,100,859,
537,aa549,Tulip,Buy ,fill ,200,60,
530,aa542,Tulip,Sell,pfill,200,60,
538,aa550,Lavender,Sell,New  ,300,433,
542,aa554,Rose,Buy ,fill ,100,101,
523,aa535,Rose,Sell,fill ,100,101,
543,aa555,Lotus,Sell,pfill,100,716,
534,aa546,Lotus,Buy ,fill ,100,716,
544,aa556,Rose,Buy ,fill ,200,392,
498,aa510,Rose,Sell,fill ,200,392,
548,aa560,Lavender,Buy ,fill ,100,261,
520,aa532,Lavender,Sell,pfill,100,261,
549,aa561,Rose,Sell,fill ,100,806,
544,aa556,Rose,Buy ,pfill,100,806,
549,aa561,Rose,Sell,fill ,100,701,
547,aa559,Rose,Buy ,pfill,100,701,
549,aa561,Rose,Sell,fill ,100,158,
545,aa557,Rose,Buy ,pfill,100,158,
550,aa562,Lotus,Sell,fill ,100,525,
540,aa552,Lotus,Buy ,fill ,100,525,
551,aa563,Lavender,Sell,fill ,100,312,
548,aa560,Lavender,Buy ,fill ,100,312,
552,aa564,Tulip,Sell,fill ,100,564,
537,aa549,Tulip,Buy ,pfill,100,564,
553,aa565,Tulip,Buy ,pfill,100,542,
552,aa564,Tulip,Sell,fill ,100,542,
556,aa568,Orchid,Buy ,New  ,200,638,
557,aa569,Orchid,Sell,pfill,100,966,
526,aa538,Orchid,Buy ,fill ,100,966,
557,aa569,Orchid,Sell,fill ,200,638,
556,aa568,Orchid,Buy ,fill ,200,638,
558,aa570,Lotus,Buy ,fill ,100,303,
550,aa562,Lotus,Sell,fill ,100,303,
559,aa571,Lavender,Sell,New  ,200,851,
560,aa572,Lavender,Sell,New  ,300,341,
561,aa573,Tulip,Buy ,fill ,100,623,
519,aa531,Tulip,Sell,fill ,100,623,
563,aa575,Rose,Buy ,fill ,100,110,
549,aa561,Rose,Sell,fill ,100,110,
567,aa579,Rose,Buy ,New  ,200,263,
568,aa580,Lavender,Sell,New  ,100,575,
569,aa581,Lavender,Buy ,fill ,100,194,
551,aa563,Lavender,Sell,fill ,100,194,
569,aa581,Lavender,Buy ,fill ,100,433,
538,aa550,Lavender,Sell,pfill,100,433,
569,aa581,Lavender,Buy ,fill ,100,575,
568,aa580,Lavender,Sell,fill ,100,575,
569,aa581,Lavender,Buy ,fill ,100,633,
533,aa545,Lavender,Sell,fill ,100,633,
569,aa581,Lavender,Buy ,fill ,100,805,
528,aa540,Lavender,Sell,fill ,100,805,
570,aa582,Lotus,Sell,fill ,100,408,
558,aa570,Lotus,Buy ,fill ,100,408,
570,aa582,Lotus,Sell,fill ,100,88,
439,aa451,Lotus,Buy ,fill ,100,88,
570,aa582,Lotus,Sell,fill ,100,59,
483,aa495,Lotus,Buy ,fill ,100,59,
571,aa583,Orchid,Buy ,fill ,100,172,
557,aa569,Orchid,Sell,pfill,100,172,
572,aa584,Tulip,Sell,pfill,100,711,
561,aa573,Tulip,Buy ,fill ,100,711,
572,aa584,Tulip,Sell,pfill,100,557,
553,aa565,Tulip,Buy ,fill ,100,557,
574,aa586,Tulip,Sell,pfill,100,557,
553,aa565,Tulip,Buy ,fill ,100,557,
579,aa591,Orchid,Buy ,pfill,100,172,
557,aa569,Orchid,Sell,fill ,100,172,
581,aa593,Tulip,Buy ,fill ,100,259,
572,aa584,Tulip,Sell,fill ,100,259,
581,aa593,Tulip,Buy ,fill ,100,736,
508,aa520,Tulip,Sell,pfill,100,736,
581,aa593,Tulip,Buy ,fill ,100,751,
541,aa553,Tulip,Sell,fill ,100,751,
581,aa593,Tulip,Buy ,fill ,100,852,
546,aa558,Tulip,Sell,fill ,100,852,
581,aa593,Tulip,Buy ,fill ,100,852,
546,,,Sell,fill ,100,852,
581,aa593,Tulip,Buy ,fill ,100,852,
546,,,Sell,fill ,100,852,
582,aa594,Lavender,Buy ,fill ,100,585,
529,aa541,Lavender,Sell,pfill,100,585,
583,aa595,Tulip,Buy ,pfill,100,852,
546,aa558,Tulip,Sell,fill ,100,852,
584,aa596,Rose,Sell,fill ,100,701,
547,aa559,Rose,Buy ,fill ,100,701,
586,aa598,Tulip,Sell,pfill,200,998,
583,aa595,Tulip,Buy ,fill ,200,998,
586,aa598,Tulip,Sell,fill ,100,994,
581,aa593,Tulip,Buy ,fill ,100,994,
587,aa599,Rose,Buy ,pfill,100,630,
584,aa596,Rose,Sell,fill ,100,630,
590,aa602,Lotus,Buy ,pfill,100,35,
570,aa582,Lotus,Sell,fill ,100,35,
592,aa604,Lavender,Sell,pfill,100,587,
582,aa594,Lavender,Buy ,fill ,100,587,
593,aa605,Lavender,Buy ,fill ,100,243,
592,aa604,Lavender,Sell,fill ,100,243,
594,aa606,Orchid,Sell,pfill,100,650,
589,aa601,Orchid,Buy ,fill ,100,650,
594,aa606,Orchid,Sell,fill ,200,534,
579,aa591,Orchid,Buy ,fill ,200,534,
594,aa606,Orchid,Sell,fill ,200,98,
532,aa544,Orchid,Buy ,pfill,200,98,
594,aa606,Orchid,Sell,fill ,200,98,
532,,,Buy ,pfill,200,98,
594,aa606,Orchid,Sell,fill ,200,98,
532,,,Buy ,pfill,200,98,
596,aa608,Rose,Sell,pfill,100,880,
587,aa599,Rose,Buy ,fill ,100,880,
596,aa608,Rose,Sell,fill ,200,263,
567,aa579,Rose,Buy ,fill ,200,263,
596,aa608,Rose,Sell,fill ,200,158,
545,aa557,Rose,Buy ,fill ,200,158,
597,aa609,Orchid,Buy ,fill ,200,47,
594,aa606,Orchid,Sell,fill ,200,47,
599,aa611,Lavender,Buy ,fill ,100,585,
529,aa541,Lavender,Sell,pfill,100,585,
599,aa611,Lavender,Buy ,fill ,100,633,
533,aa545,Lavender,Sell,fill ,100,633,
603,aa615,Lavender,Buy ,pfill,100,633,
533,aa545,Lavender,Sell,fill ,100,633,
603,aa615,Lavender,Buy ,fill ,100,805,
528,aa540,Lavender,Sell,fill ,100,805,
605,aa617,Lavender,Sell,pfill,100,817,
603,aa615,Lavender,Buy ,fill ,100,817,
609,aa621,Lavender,Sell,fill ,200,133,
602,aa614,Lavender,Buy ,fill ,200,133,
